200
5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 
x 61.22913 x x x 139.35925 x 49.82504 x 112.17818 x 67.8712 52.11706 101.63201 x x x x 70.48781 x x 56.59696 111.53107 57.29934 x 96.87241 20.71608 x x 79.53942 x 110.37404 x 131.7544 x x 20.5315 x 55.88688 x x x x x x x 92.30041 55.00239 x x x 47.23522 36.88647 x 8.72561 95.49864 x x x 51.66601 69.23575 x x 26.61656 x x x x 78.95459 x x 19.01374 x x 15.89258 61.1806 x 94.30694 x x x x x x x x 56.95408 x x 79.28907 66.96225 x 99.83149 x x x 83.30582 118.20472 x x 130.61166 x x x x 22.59859 x 142.92022 x 120.26229 x x x x x x x x 97.8007 34.97736 147.19779 62.01986 x x 39.37063 136.41794 x x x x 52.60968 98.55978 106.56609 x x x 60.12197 97.23117 10.22458 x x 53.96413 x x 109.4648 x x 140.12472 x 126.33401 114.97681 x x x x x x x x x x x x x x x x x x x x x 119.6987 81.44544 x x x x x 106.96845 x x x x x x x x 54.31183 x x x x x x 88.67768 x x x x 
x x x x x 102.10776 48.83374 104.51659 140.30505 127.72584 x 14.43608 x x 75.06195 50.2456 x 140.75013 69.73042 177.60117 108.10671 3.02897 145.49891 88.12487 x x 35.50866 156.64346 141.69491 130.36264 x x 71.60018 x 104.75581 x x x 110.53742 x x x x 121.93281 x x x 3.86623 124.29576 82.95975 x x x x x 150.23782 x x x x x x 49.29167 36.9637 x x x 90.28911 x 3.99586 x x x 169.12293 x 109.95237 46.46859 x x 44.97839 42.11939 x 169.21244 146.00095 189.71064 162.64588 x 24.82056 x x 120.73516 71.75803 70.89885 x x x x x x x x 154.70081 x 116.35414 x x 154.76949 135.9909 60.87822 x x x x x x x x 29.23276 x x x 88.12006 x x x x x 148.50603 39.25358 x x 61.12927 x x x 74.17584 x x 58.13413 x x 27.3242 x 103.77793 142.4808 x x x x 156.45512 x x x x x x x x x x x x x x x 75.09103 x x x x x x x x 112.3028 x x x x x 149.89775 x x 155.15531 x x x 140.70497 x x x x x x x x x x x x 
14.69301 x x x x 132.72021 131.17377 129.65778 x 19.57593 x 148.23172 x x x 138.5271 x 7.14256 198.70653 x x 150.30835 47.4504 x 151.72318 x 139.93138 22.25704 11.35177 x x x x x x 124.32725 x x x 26.36491 x 23.14487 111.67978 x x 125.82416 x 143.97174 x x x x x 152.72279 x 155.1059 144.10417 x x 179.03167 183.27303 196.95721 x x x 118.54152 6.1002 140.13419 51.56427 147.23582 x 148.77404 177.79861 35.08979 138.46383 x x 170.99016 x x 187.60582 x 25.89044 x x 171.51642 73.20553 138.88407 x x x 140.30898 x x x x x x x x 86.14102 x x 57.88344 x 115.84268 x 61.45705 x x x 187.69322 158.48193 x 135.1401 79.19057 x x x 137.51341 119.77681 68.12666 x x x x x x x 99.30645 x x x x x x x x x x x x x x 44.91029 26.38047 x x x 36.77158 x x x 78.14265 x x x 64.08393 x 169.38354 x x x 129.50324 x x x x x x x x x x 117.78992 173.73893 x x x x x 61.91089 x x x x x x 78.05592 x x x x x x x x x 114.23006 x 
x x x 73.78641 x 124.43019 x 55.70797 x 75.22708 x 78.22455 x x x 45.60198 x x 106.56616 x 59.03343 x 77.95695 20.86485 103.44408 94.32088 49.39007 x 91.81035 x x x 126.94426 x x x x 73.24353 x x x x 68.6386 x x x 55.2262 68.04986 x x 50.44436 50.15298 x x x x x 121.00721 x 87.09692 x x 109.16973 33.43315 x x x x x x x 55.79589 x x x x x x x x x x x 88.4326 130.57205 x x x x x x 108.31059 x x x x x x x x 104.31269 x x x x x x x x 86.18095 x 108.48752 77.19636 x x x x x x x x x x x 10.3277 104.89494 90.42701 x 103.7599 x 86.80744 88.4901 75.39455 x x x x 99.3198 x x x x x x x x x x x x x 74.87268 65.69674 x x x x 61.1736 x x x x x 133.62919 x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x 
9.63879 x x 36.41681 x 131.36858 137.55742 148.8104 145.34284 x 140.74753 x 197.0106 84.5285 x x x x 214.03604 x x 162.04938 65.89576 91.07268 x x 155.01091 37.06282 x 125.58673 x x 228.49389 x x x x x 159.30357 x x 4.0347 131.17188 98.50615 195.43314 x x x x x 151.19818 143.09522 x x x x x x 46.42659 x x x x 133.76508 90.18722 x x x 67.76629 159.43096 x x x 46.23537 x x x 179.44137 x x 198.0831 x 32.59084 155.53138 x x x 152.99334 x x x 143.47634 111.41564 x 185.20827 x x 132.95661 191.42939 x x x x x x x 124.47991 x x x 87.14082 x x x 131.23004 x x x 56.97919 x x 85.08753 139.07015 x x x x x 174.55993 x x 127.94608 63.09153 x x x x 158.03167 136.69839 x 71.03379 x x 69.97785 x x x x x 52.95944 x x x x x x 188.33518 71.68691 171.94952 183.69872 x x x x x x 124.79094 x x x x x x x x x x x 118.46853 80.90988 x x x x x x x x x 80.99696 x x x x x x x x x x 
x x x 72.29657 x 182.22505 162.91476 94.14456 x 67.93174 107.98546 165.65669 157.19518 18.08427 88.88382 x x x 188.94606 38.83261 93.97364 161.8579 20.44766 71.00965 x x 137.08229 x 75.51729 57.52604 x 118.28371 214.02163 x 72.7793 179.8388 x x x x 90.95709 x x 41.78004 x x x x x x x 90.20087 138.05497 148.10296 x x x x 101.95737 x 186.61341 x 197.85729 x x x x 185.34963 69.5638 x x 134.34714 x 42.47767 x x x 192.79795 205.80371 x 200.94084 x x x x 116.73567 x 141.21443 x x x x x 72.86272 x 51.63224 x x x x x x x 114.44944 94.46195 x x x x x x 198.01597 x x x x x x 91.51369 x 174.41525 72.47546 x x 96.07671 123.86342 131.52727 x x x x x x x x x 176.82525 x x x 81.44314 x x x x x x x x x 121.26556 150.50608 x 127.5727 x 158.47606 x 104.33407 x x x 117.96513 x x x 101.84239 x 119.6987 x x x x x x 78.65909 x x x x x x x x x x x x x x x x 12.14182 x x x x x x x x 
x x x x 100.48199 x x x x x 94.71501 x x x 108.29964 73.67866 x x 54.48854 x x 36.35877 183.2561 x 181.19278 72.96103 60.99042 x x 160.91734 x x 38.61798 x x x 70.11994 x x x 113.24876 x 161.85353 x x x x 42.74669 163.5277 x x x x 54.07136 x 171.89808 x x x 88.64047 16.99023 x x x x x x 111.41794 x x x x x 208.0165 x x 83.27641 38.85945 x 82.17604 13.7015 119.43763 208.46157 x x 181.76784 122.3574 x x 34.35581 x x x x 13.7106 x x x x x x x x 153.62326 139.03807 x x x x 190.98548 x 4.696 124.21697 x x 177.50404 106.88386 x x x 143.72935 x 183.47973 222.66432 x x x x 43.49657 x 94.82817 x x x x x x 62.87314 x x x 66.29176 141.22023 x x x 175.40995 x x x x x 77.65075 132.61148 78.26169 x x 127.82863 x 37.64667 x x x x x 114.29569 x 81.44544 x x x x x x x 20.05389 x 174.57375 x x x x x x x x x x x x x x x x x x x x x x 
x 30.16583 32.79006 x x x x 15.758 28.00226 x 45.84519 124.10186 x 63.17543 x 66.48287 x 111.39489 118.2633 x x 114.47155 80.25685 x 48.95448 x 79.66102 109.26273 x x 128.78414 x x 103.2986 x x x 98.58589 23.56245 122.60785 79.23824 x x 40.6858 x x 86.16396 x x x 87.71664 13.47892 x 86.43752 x x x x x x x x x x x x 120.05811 175.16089 x 109.1133 x x x 113.69339 x x x 151.61647 152.26342 74.33635 x 20.7067 x x x x x 88.38516 149.5856 x x 162.21996 x x x x 133.81979 x 56.90402 x x 54.35103 x 136.67182 x x x 154.8353 x 89.13777 x x x x x 53.86546 x x 107.94851 92.52564 180.59268 x 43.47882 x x x x x 150.49823 x x x x 151.2113 118.96486 x x 150.11379 x x x x x x x x x 171.05494 x x x x x x x x x x x x x x 179.14271 x x x x x 112.3028 117.78992 x x 78.65909 x x x x x x x x x x x x x 45.3671 x 70.93212 x x x x x x x x x x x 
x 140.4029 x x 89.87759 x 56.56875 131.32816 x 154.24359 94.5637 25.57779 x 171.17481 x x 87.91342 167.45515 71.39696 x x 27.01446 174.79596 x x x 61.14562 x 167.2445 x x x x 189.64859 x x x 158.01453 136.24637 x x x x x x x x x x x x x x x x x x x 141.28726 x 32.64615 x x 66.65512 x x x x x x x x 7.32759 x x x x 19.86334 21.02619 x x x x 173.38482 216.76427 x x x 26.22278 53.46439 x x x 161.639 x 209.44808 x x x x 127.41973 x x x x x x x x x x x x 42.94452 x x x x x x 123.8775 x x x x x x x x x x x x x x x 77.37066 x x x x x 123.67552 x x x x x x x x 85.8857 60.74849 x x x x 112.71354 x x x x 123.51373 x x x x x x 173.73893 x x x 20.05389 x x x x x x x x x x x x x x x x x x x x x x x x x x 
96.30643 x 76.24056 x x 188.23386 161.72977 71.70143 47.19002 x x 158.61032 x 20.58343 x x x x 171.32477 x x 152.71875 x x x x 123.79412 69.03325 93.95911 x x x 198.71199 58.3847 52.95353 x 114.24909 x x x x 107.35605 36.88576 x x x x x x x 128.41629 x 128.6868 133.60201 x 75.9348 112.72982 198.30516 114.94608 x x 171.75666 184.39499 113.07829 99.06361 x x x 73.66321 147.73146 x x x x 102.42268 x 103.81497 186.45033 x x 191.08365 x x x x x x x x 183.52754 54.34702 x 150.49927 x x x x x x x 152.0312 x 133.48772 x x x x 139.56745 x x x x 99.41316 196.68773 x x 79.18085 128.85157 x x 183.29279 x 35.51999 x 88.9027 x x x 183.92179 x x 160.66994 x x x 78.74185 x x x x x x x x 40.88326 90.52991 x x x x x x x x x 144.74936 x x x x x x 181.6976 x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x 
x x x 118.34042 x 205.82756 x 46.70972 8.4941 115.88882 80.25751 157.72386 x 58.30321 73.39649 x x 117.6225 150.22891 x 44.1446 x 77.54546 x 29.00947 x x x x x x x 181.30833 x 42.20022 x x x x 134.38573 x x 15.59125 x 135.81421 x x x 125.86157 201.65843 x 47.03846 x x x 34.74824 96.27246 x 144.118 109.4844 161.20124 x 170.96334 110.75461 x 176.19753 x x x 143.24795 x 99.57425 x x x 40.28308 x x x x 183.92549 55.14571 x 14.88483 x x x 122.68627 183.03171 166.44955 x 192.24118 165.55657 x x x x x x x 176.60798 33.62314 134.71303 x 127.96722 103.66989 x 170.30782 152.05412 84.85073 x 178.27375 x 182.66568 x x 82.53955 x x x x x x x x x 71.84544 x x 57.68391 x 172.23224 x x x x x x x x x x x 87.39703 x x x x 114.11819 x x x x x 120.68684 x x x x x x 73.28615 x 212.64537 x x x x x x x x x 174.57375 x x x x x x 32.94256 x x x x x x 7.51919 x x x x x x x x x x x 182.79278 
120.16507 x x x x 83.35237 40.02849 97.21124 x 87.78171 62.29747 x x x x 58.58876 x 100.96681 103.73723 x x 43.64225 x 57.40992 148.14995 48.44096 49.4028 x x x 55.1451 62.23914 111.59171 124.09687 x 96.96091 37.30844 x x x 36.85877 x x x x 83.83178 74.44281 37.13975 83.72071 73.17183 x x x x x x 68.83906 x 78.40099 103.855 x x x 30.03192 30.37358 x x 76.98161 x 41.44453 63.49084 71.625 x 131.37424 72.12754 x 28.61272 x x 26.46881 80.31164 83.00446 x 133.69255 x x x 41.79787 x x x 62.96677 x 119.17205 x x 36.61158 x x x 77.81495 129.96593 x x x x 132.43983 x x x x 80.54622 x x 98.70002 x x x 61.66723 37.48522 x x 135.82555 143.50352 x x x x x 72.40473 x 43.89601 x x x x x x x x x 13.53674 x x x x x 84.50015 x x x x x x x x x x x x x x x x x x 7.58294 x x x x 118.46853 x x x x x x x x x x x x x x x x x x x x x x x x x x x x 
x x 107.90491 x 57.24037 56.61687 58.71431 x 153.69983 62.93296 x 87.19462 x 114.80884 94.63265 x x x 159.25717 x x 95.27763 105.73438 76.40461 x 66.77344 104.38887 97.29351 68.17953 x x x x 108.10628 119.19416 x x 72.29566 x x 53.18079 x x x x 125.01379 x 88.91368 52.54993 x x 130.24157 x x 115.65936 177.46861 x x 34.48374 x x x x x x x 72.99593 62.05833 59.82456 x x x x x x 116.36231 x 102.76213 x 75.70568 125.37005 x x x x 193.88063 x x x x x 62.61973 x 147.90645 x x x x 170.84724 70.02015 x x x 26.18619 x x 148.75915 x x x 6.23648 x x x x 124.59635 x x x x x x x x x x x x 97.43997 x x x 19.03845 x x x x x x x 49.05189 x x x x x x x x x x x x x x x x 22.81074 x x x x x 58.69734 x x x 106.96845 x x x 80.90988 x x x x x x x x x x x x x x x x x x x x 123.57297 x x x x x x x 
166.00999 x x x x x 181.5376 45.86672 27.75748 x 83.60486 x x x x x x x 138.23131 x x 151.65074 x 100.11352 x x 114.96177 140.54739 x 47.34323 x 174.34147 x x x x x x x x x 176.33277 x 74.82376 x x x x x x x x 131.29575 x x x x x x x x x x x x 191.6434 156.70825 x x x x 94.85975 x 141.31784 x 60.7022 x 189.4051 x 116.49915 x x x x x 18.32827 x x 188.51405 x 36.04283 x x 30.83216 x 151.62942 x x x x x 66.40696 x 179.36405 151.97674 x 56.43654 x x x x 176.0998 x x x x 97.00339 121.33384 x x x x 40.7332 x x 192.85414 x x 189.02437 72.41173 88.26941 186.04339 x x x x x 191.02763 x x x x x 112.85892 x x x 215.21328 x x 178.81633 x x x x x x x x x x x x x x 140.74919 x x 149.89775 x x x x x x x x 32.94256 x x x x x x 128.13105 x x x x x x x x x x x x x x x 
71.8856 x x 39.90672 x 76.06627 x x x 44.88332 x 92.01641 150.23356 95.2871 x 104.05301 x x 156.93001 x x 97.48319 86.21584 59.75701 x x 99.39463 x 52.84655 x x x x 89.52539 x 75.14483 x 53.52783 x 38.46566 x x 122.17016 92.02349 x x x x 35.79687 x 92.47885 x 82.88364 111.65531 106.95953 x 112.80046 x 24.10339 x 133.20185 x x x 34.15056 x x x x x 113.00293 x 120.36831 93.54098 x x x 111.64641 138.31005 x 131.42829 x x 146.14662 105.13267 x 55.18559 x x x x x 45.44287 x x x x x x x 39.45087 x x x x x x x x x x x 144.68246 x x 105.28766 x x x x x x x x x 38.15958 x x x 89.02221 150.84183 x x x x x x x x x x 67.42634 23.72931 x x x 165.00169 x x 87.28729 x x x x x x x x x x x x x 78.08684 x x x x x 61.91089 x x x x x x x x x x x x x 105.35463 x x x x x x x x x x x x x x x x 
x x x x x x 179.30542 156.23297 140.57978 x x 195.03745 x x x 177.62761 158.59304 x 238.90561 x x 196.00706 61.61023 111.62454 163.15712 x 181.44632 x 57.60515 x x x 258.33164 38.6562 x x 167.41037 x 165.3589 x x x x 101.29234 220.35256 156.23415 x 189.83885 x x x x 174.79117 193.94716 175.13729 169.64902 x x x 213.65643 x 237.72608 238.9045 x x 166.39217 52.93357 x x x x x 224.77282 x x x x 218.60018 240.21989 x x x 23.77377 149.72448 6.67783 184.47696 112.99273 x x x x x x x x x x x x x 130.59905 102.24231 171.40424 x x x 112.61549 100.99981 235.2795 52.67324 x 233.57394 x 250.94841 x x x x x x x x 128.66893 x x x x x x x x x x x 78.68729 x x 199.51694 x x 102.47501 x x x 62.15439 x x x x x x x x x x x x 112.22134 x x x x x x x 120.29085 160.99256 x x x x x x x x x x x x x x x x x x x 172.24303 x x x 177.51018 x x x x x x x x x 
77.1365 102.15579 87.77752 x 97.9106 x x 88.8019 x 68.61943 103.14941 162.15784 x 13.73373 x x 151.86063 64.79621 184.0257 x x x x 67.46618 x 169.82073 132.62614 x 77.26192 52.20226 x x x x 67.54054 x x x 96.51484 87.10791 x x x x 166.48842 x x 153.0251 x x x 84.88874 134.1458 x x x x 206.19897 x 151.43199 182.24389 x x 118.93163 x x x x x x x x x x x 57.76531 x x x x x x 60.18968 x x x x 136.99345 184.34942 x x 177.64257 145.69392 67.63836 x 56.41212 x 171.69307 129.47184 x 141.49185 x 136.72964 114.6709 93.72107 x x 125.30697 x x x x 117.58372 205.82796 x x x x 90.85711 138.5479 x x x x x x 126.17259 x 186.37353 x x x x x x 88.58045 171.82052 x 105.76415 x x x 126.12342 x x x x x x x x x x 126.89768 x x x 103.1552 x x x x x x x x x x 155.15531 x x x x x x x x x x x x 105.35463 x x x x x x x x x x x x x x x x x x 
x x x x 110.42433 x 120.70546 94.66829 132.67408 175.73099 x 84.52004 33.69111 163.75354 x 55.79479 147.55338 x 10.36056 x 96.85519 x 175.32403 121.87994 138.5691 x 55.87239 196.37282 x 133.21967 x x x x 110.25119 193.25325 70.71735 174.5644 x 184.26099 x x 132.05426 139.78105 x 85.85373 156.36715 x x x 62.92288 95.9668 x 43.38545 x x x 64.28531 x 34.03472 x x x 77.87943 x x x x 142.67133 x x 47.4602 x x x 119.49274 x x x x x x x 133.32387 x x x x 102.0037 x 114.65869 x x x x x 110.37538 x x x 180.38941 x 86.54006 178.73708 x x x 199.4047 17.88747 184.21041 x x x 53.72939 x 158.85985 x x x x x x x x 101.78989 192.2 81.62561 x 100.35303 105.08551 x x x x 177.93024 89.64521 x x x x x x 170.93085 x 173.48055 173.33438 x 183.90419 x x x 31.78722 x 162.98135 x x x 148.68951 x 34.94534 x x x x x x x x x x x x x x x x x x x x 128.13105 x x x x x 124.41888 138.4081 x x x x x x x x x x 133.9778 x 
115.19644 x 36.67472 92.10105 x 172.13273 x 31.77191 x x 52.08912 125.72563 x 46.46224 x 73.85324 139.17888 x 129.9616 x 32.03091 117.66502 x x x 144.55241 85.39478 x x 15.29106 x 119.88865 x x x x x x 40.48114 108.00733 70.75604 x 18.43569 x x x x 114.18083 x x 91.73193 27.68618 x 94.02164 67.04923 x x x x x x x x x x 142.25979 x x x 112.4151 x x 151.17639 x 61.22718 x x x x 73.46081 154.57198 30.71253 x x x 73.29006 x 92.69324 x x 20.66702 x 131.70431 25.39787 x x 132.12614 x x x x 42.21062 101.92813 x x x x x x x 124.57561 149.71769 x x x x x x 95.64847 x x 53.40296 x x x x x x 151.93661 x x x x x 104.83212 x x x 58.20867 x 74.49925 x x x x 94.94274 x x x x 124.28241 x x x x x x x x x x 55.84846 x x x x 102.60903 x x x x x x x x x x x x x x x x x x x x x x x x x 28.02777 33.40578 x x x x x x 
x x x 149.24837 x 223.45907 181.18956 45.1956 x x x 161.6002 x x x 98.58183 x x 134.58007 143.47512 x 150.07478 x 101.75447 x 188.30872 113.25256 144.43956 x x x x x x 58.45684 x x 139.03389 37.8682 x 124.57411 x 45.26766 78.02759 123.6606 x x x x x x 49.77926 x x x 3.71892 x x x 90.58011 x x 162.20937 117.14579 x x x x x x x 92.48044 x x x x x x 182.03948 116.20585 x x 157.59921 22.65942 x x x x x 154.2118 x x 182.49238 34.11098 x x x x x x x 71.12584 141.99155 181.4276 153.93232 x x x x x x 173.66819 x x 236.7684 81.4863 x x x 128.69832 x x 45.68934 x 109.15472 195.03851 x x x x x x x x 162.20774 x x x x x 130.96294 x x x x x x x x 130.48352 x x 161.95801 x x x x x x 132.00662 x x x x x x x x x x x x x x 45.3671 x x x x x x x 172.24303 x 124.41888 x x x x x x 104.41511 x x x x x x x x 
x x 60.97148 111.06766 x 198.50278 163.21103 43.7502 x 108.69623 75.24154 151.79741 108.35182 52.17066 67.03971 x x 110.73292 147.53254 x x 143.02427 71.39673 x x x 109.12621 102.41744 x 12.62435 x 144.0618 177.97304 x 36.06091 203.49372 103.46386 x x x x x 8.65004 39.13066 132.55621 54.44089 91.84446 x x 194.59819 116.56797 43.19159 x x x 40.01544 92.28659 x 136.67188 x x x x x x x x x 89.30888 x x x x 103.11382 x 33.24855 x 179.61521 x 100.11472 x 50.58057 x x x 55.77888 x x 176.98568 163.00355 x x 158.31117 x x x 159.0501 x x x 169.09056 30.26949 x x 120.45135 x x x x x 150.02974 x x x x x 75.74154 x x x x x x x 87.44741 x 72.80971 x x x x x x x x x x x x 41.13699 x 129.24263 153.26829 79.8968 x x x 187.10268 x x x 106.78645 x x x x x x x x x x x x x x x x 140.70497 x x x x x x x x 7.51919 x x x x x x 138.4081 x x x x x x x 31.61434 x x x x x x x 
92.35815 x 47.00128 56.89565 13.04577 x x 74.37381 94.19697 59.13578 x 78.21489 x 71.61311 x 61.81021 x x 120.8197 x x 76.31943 x x 118.99219 x 61.90271 84.11329 x x x x x 87.79488 x x x x x x 8.53517 97.32052 x 57.48561 102.18573 63.96633 x 70.57499 x x x x 53.98618 x x 116.27651 68.91932 x 65.39035 105.60699 x 118.9513 117.93259 x x 79.64792 x x x x x x x x x x 30.63892 x x 30.96565 x x x 103.30053 x 132.50782 13.64332 x x x 79.17525 x x 87.99464 x x x 93.77643 x 53.43076 85.14779 x x x x x x x x x x x 97.04318 x x 76.38039 21.02208 x x x 109.67826 x x x x x x 80.53916 x x 105.7817 x x x x x x x x x x 50.29464 x x x x x x 92.23215 x x 92.46033 x x x x x 41.41345 x 91.42733 x 77.81709 x x x x x 54.31183 x 78.05592 x x x x 70.93212 x x x x x x x x x x x x x x x x x x x x x x x x x 
82.03924 x 68.20686 x x x 68.26705 x x x 71.32005 79.53878 124.71787 x 54.7978 x x 62.52863 134.82735 103.62175 x 81.45904 77.0821 35.82059 x x x x x x x x x x x 96.10606 x 53.38335 x 53.03306 x x x 72.20601 116.49921 x x x 46.19564 x x 89.70172 62.71355 x 81.22936 136.58116 x x x 124.26818 115.22987 x x x x 64.88813 66.06353 x x x x x x x x x x 103.57604 x x 118.75128 81.9452 91.7956 x 111.81946 152.98976 30.68824 72.65271 96.84644 x x x x x x 105.27553 x x 132.12378 x x 105.81738 x x x x x 70.51266 128.85974 x x x x x x 88.63421 42.15038 x x x 90.01021 x x x x x 131.39523 x x x x x x x 46.42692 60.93978 x x x 113.96742 x 51.8634 x x x x x 79.99678 87.8792 x x x x x x x 148.92526 20.2034 x x x x x x x x x x x x x 80.99696 x x x x x x x x x x x x x x x x x x x x x x x x x x x x 
x x 33.58268 129.8079 x x x 27.42273 x 130.25976 28.92752 100.96674 x 101.88877 x 36.89777 x x 76.53014 152.36461 29.59104 88.42176 116.51598 73.75222 x x 51.58538 x 146.94127 x x x x 138.98542 x 186.47936 x 125.70684 x x x x 64.96362 77.78299 x 21.39752 x x x x 62.62831 x 71.19795 x x 65.65877 27.89091 x 143.90916 x 91.08101 x 99.71262 x 92.42002 x 146.71518 x 98.29966 x 114.11264 x 118.38016 x x 55.87915 x 125.97295 x x 117.48021 27.0738 156.92416 x 177.23912 76.22743 75.83666 x x x x x x 60.05313 103.00847 161.93127 x x x 120.02212 161.37216 x x 149.39224 x x x x x x x x x 110.79577 x 94.72046 57.94242 x x x x x x x x x x x x x x 133.1494 x x x x x x x x x x x 94.35327 x x x 172.72308 x 133.31515 x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x x 177.51018 x x x x x x x x x x x x x x x x x 
68.32656 x x 61.87081 89.15901 170.42845 x 88.67698 x 57.77961 x x x 10.57059 x x x x 180.05565 x 88.94599 150.58948 10.78938 59.56344 96.75313 x x x x x x x 204.19252 31.22776 x x x x x x x x 59.98226 34.21215 x x x 145.3735 x x 129.07879 x 126.90873 x x x x 199.66991 x x x 179.73198 187.49964 x x x x 173.34734 x 146.06028 x 125.60533 183.06297 x x x x x x x x x x x x x x x x x x x 135.32229 71.20196 174.27689 x x x x x x x x x x 105.89637 x x x x x 187.01874 118.01459 x 177.5239 x x x x 131.7289 x 60.63658 x 70.46903 x 113.68301 x x x x 146.37813 x x x x x x x 100.60106 96.79848 x x x x 13.7746 x x x x x 109.96295 142.38235 x x x x x x x x x x x x x x x x x x x x 12.14182 x x x x x x x x x x x x x 104.41511 x x x x x x x 62.7567 x x x x x 
x x x x x x 148.61871 x x 78.38 x 144.23696 x x 61.06668 98.9747 x x 157.06562 x 59.08792 138.08866 x x 67.16418 157.62837 108.99007 70.94917 91.36201 23.47639 x x x x x 179.67373 x x 66.98608 x 77.50196 x x 14.25897 140.0834 63.86015 x x x x x x x x 93.00712 71.35471 98.27084 x 108.33952 x x 157.38362 169.61338 x x x x 177.58396 x x x 102.61567 x 72.56875 x x x 172.13406 180.4812 x 176.35836 x x x x x x x x x x x 138.83201 x x x 146.29759 x x x 143.50928 x x x 94.29401 x x x x x 126.89032 x x x x x x x x 117.28754 173.78257 x x x x x x x x 46.34963 x x x x x x 144.37 x x x x x x x x x x x x 57.1466 x 117.60945 x x x x x x x x x x x x x x x x x x x x x x x x x x x 123.57297 x x x x x 28.02777 x 31.61434 x x x x x x x x x 175.2711 x x 
